,sptr,accession,organism,Gene Name,length,PE Score
50200,tr,A0A140T8R6,Mus musculus ,Grm4 ,832,1
50201,tr,A0A3B2W411,Mus musculus ,Tcp10b ,107,3
50202,tr,A0A1D5RLN6,Mus musculus ,2900026A02Rik ,385,1
50203,tr,A2A9V9,Mus musculus ,Kctd2 ,338,1
50204,tr,D6RDE8,Mus musculus ,Desi1 ,95,1
50205,tr,A0A2R8VKK3,Mus musculus ,Cyp2d10 ,450,1
50206,tr,A2A788,Mus musculus ,AU040320 ,124,4
50207,tr,D6RFP9,Mus musculus ,Clu ,39,4
50208,tr,G3X8R1,Mus musculus ,Kptn ,430,1
50209,tr,A0A338P6Y8,Mus musculus ,Alg3 ,364,1
50210,tr,A2AJ19,Mus musculus ,Npdc1 ,141,1
50211,tr,F6T2Q0,Mus musculus ,Mtmr2 ,67,1
50212,tr,D3YVK6,Mus musculus ,Timm10b ,102,4
50213,tr,A0A6I8MWZ7,Mus musculus ,Trim9 ,550,1
50214,tr,A0A494B9R8,Mus musculus ,Rad9a ,80,4
50215,tr,A0A3B2WBC6,Mus musculus ,Polr2m ,84,4
50216,tr,G3UY13,Mus musculus ,Il1rap ,346,1
50217,tr,G3X9B2,Mus musculus ,Fbxo43 ,641,4
50218,tr,A0A0U1RNT5,Mus musculus ,Zfp719 ,118,4
50219,tr,A0A3B2W7I6,Mus musculus ,Srpk1 ,146,1
50220,tr,E0CYZ4,Mus musculus ,4933434E20Rik ,69,4
50221,tr,A2ASB0,Mus musculus ,Itpripl1 ,163,4
50222,tr,D3Z1C6,Mus musculus ,Dennd2a ,420,1
50223,tr,A2AMW0,Mus musculus ,Capzb ,260,1
50224,tr,A0A087WPQ7,Mus musculus ,Cntnap5b ,921,4
50225,tr,A2AIM2,Mus musculus ,Tln1 ,241,1
50226,tr,E9QPD0,Mus musculus ,Asb14 ,615,3
50227,tr,A0A0G2JGK0,Mus musculus ,Elp6 ,110,1
50228,tr,A0A0J9YTS4,Mus musculus ,Tspan9 ,167,1
50229,tr,J3QJX6,Mus musculus ,7530416G11Rik ,159,4
50230,tr,G3UWD6,Mus musculus ,G6pd2 ,513,1
50231,tr,B0R091,Mus musculus ,Chp1 ,191,1
50232,tr,E9Q2L2,Mus musculus ,Dlg2 ,870,1
50233,tr,A2AQW6,Mus musculus ,Prpf40a ,100,1
50234,tr,E9Q559,Mus musculus ,Atp2a3 ,1026,1
50235,tr,A2A5L7,Mus musculus ,Cd40 ,121,1
50236,tr,D3YW57,Mus musculus ,Coro1a ,233,1
50237,tr,E9PZI5,Mus musculus ,Mpped1 ,209,1
50238,tr,E9PVG0,Mus musculus ,Gm9008 ,424,4
50239,tr,G3UXH4,Mus musculus ,Pkn2 ,935,1
50240,tr,F6PZA3,Mus musculus ,Syngr1 ,128,4
50241,tr,A0A140LIT4,Mus musculus ,Fosb ,263,4
50242,tr,F6T2H5,Mus musculus ,Npepl1 ,210,1
50243,tr,A0A0N4SUN3,Mus musculus ,Dysf ,2104,1
50244,tr,E9PZ69,Mus musculus ,Tm9sf2 ,497,1
50245,tr,H3BK92,Mus musculus ,Ints2 ,67,1
50246,tr,A0A140LHA6,Mus musculus ,Ap2a1 ,57,1
50247,tr,F6W219,Mus musculus ,Mroh2a ,174,4
50248,tr,A0A140LIM7,Mus musculus ,Phlda2 ,105,1
50249,tr,A0A0R4J0B2,Mus musculus ,Plbd1 ,550,1
50250,tr,A0A1Y7VNT5,Mus musculus ,Brd9 ,52,4
50251,tr,Z4YK27,Mus musculus ,Iftap ,216,1
50252,tr,E0CZB7,Mus musculus ,Ece1 ,29,4
50253,tr,E9PZ15,Mus musculus ,Pofut1 ,297,1
50254,tr,H3BJI4,Mus musculus ,Rwdd4a ,44,1
50255,tr,A0A087WPW7,Mus musculus ,Ly6c1 ,78,4
50256,tr,A0A338P6A8,Mus musculus ,Tbx1 ,141,1
50257,tr,D6RI57,Mus musculus ,Tvp23a ,40,4
50258,tr,A0A338P6Z4,Mus musculus ,Nit2 ,69,1
50259,tr,D3Z781,Mus musculus ,Etl4 ,1347,1
50260,tr,A0A2I3BR78,Mus musculus ,Dis3 ,566,1
50261,tr,A0A0R4J113,Mus musculus ,Myo7a ,2166,1
50262,tr,E9PZQ6,Mus musculus ,Mtf2 ,81,1
50263,tr,A0A0J9YUH0,Mus musculus ,Limch1 ,29,1
50264,tr,A0A0N4SVF8,Mus musculus ,Pparg ,96,1
50265,tr,A0A1W2P865,Mus musculus ,Llph ,76,1
50266,tr,D3YYE1,Mus musculus ,Anp32a ,198,1
50267,tr,F7ABE5,Mus musculus ,Swt1 ,174,4
50268,tr,G3UXA1,Mus musculus ,Tbx22 ,82,4
50269,tr,E9Q503,Mus musculus ,Slc29a1 ,105,1
50270,tr,A0A2R8VHW2,Mus musculus ,Rsl1d1 ,238,1
50271,tr,B2FDE5,Mus musculus ,AU015836 ,112,4
50272,tr,A0A0U1RP11,Mus musculus ,Ceacam9 ,150,4
50273,tr,H3BJ68,Mus musculus ,Foxp1 ,107,1
50274,tr,A0A0U1RPF6,Mus musculus ,Ino80e ,81,4
50275,tr,V9GWY0,Mus musculus ,Gm15013 ,266,3
50276,tr,G3UZ24,Mus musculus ,Rab2b ,45,4
50277,tr,A0A087WRB0,Mus musculus ,Rgs2 ,130,4
50278,tr,A2A933,Mus musculus ,Prdm16 ,1276,1
50279,tr,A0A571BE60,Mus musculus ,Lrp8 ,828,1
50280,tr,A0A0U1RPE4,Mus musculus ,Gabra1 ,302,1
50281,tr,A0A1Y7VIQ3,Mus musculus ,Nin ,178,1
50282,tr,A0A571BEW5,Mus musculus ,Lpar2 ,249,3
50283,tr,V9GXU8,Mus musculus ,Spata17 ,149,4
50284,tr,H3BKD0,Mus musculus ,Hnrnpk ,299,1
50285,tr,Q5NBZ7,Mus musculus ,Eif4enif1 ,194,1
50286,tr,A0A0J9YUW0,Mus musculus ,Chrna9 ,258,3
50287,tr,E9QL29,Mus musculus ,Fuz ,415,3
50288,tr,A0A1B0GQX1,Mus musculus ,Tead2 ,129,4
50289,tr,A3KG37,Mus musculus ,Ikbkg ,141,1
50290,tr,E9Q2C2,Mus musculus ,Arf4 ,64,4
50291,tr,B1AYU8,Mus musculus ,Cwc22 ,139,1
50292,tr,A0A1Y7VK41,Mus musculus ,Pramel51 ,16,4
50293,tr,H3BKV9,Mus musculus ,Knstrn ,58,1
50294,tr,H3BJA0,Mus musculus ,Tcl1 ,107,3
50295,tr,G3UYI7,Mus musculus ,Pear1 ,95,4
50296,tr,A0A0A6YXA5,Mus musculus ,Ighv1-15 ,117,4
50297,tr,A2ADS1,Mus musculus ,Fam76a ,129,1
50298,tr,A0A1B0GS30,Mus musculus ,Ric8a ,160,1
50299,tr,E9Q321,Mus musculus ,Bco1 ,526,3
50300,tr,E9PV93,Mus musculus ,Ly9 ,636,1
50301,tr,E9PYQ9,Mus musculus ,Slc15a2 ,709,1
50302,tr,A0A0U1RPS9,Mus musculus ,Apba2 ,79,1
50303,tr,D3Z6H7,Mus musculus ,Adgrl3 ,1351,1
50304,tr,D3Z4E9,Mus musculus ,Rapgef3 ,150,1
50305,tr,B7ZCB8,Mus musculus ,Stx16 ,164,1
50306,tr,E9Q448,Mus musculus ,Tpm1 ,284,1
50307,tr,A0A0A6YX67,Mus musculus ,Kctd3 ,522,1
50308,tr,A2AFM4,Mus musculus ,Apex2 ,523,1
50309,tr,E9QAU9,Mus musculus ,Lrch3 ,796,1
50310,tr,E9Q4B5,Mus musculus ,Ccdc58 ,102,1
50311,tr,E0CX53,Mus musculus ,Tbc1d4 ,1306,1
50312,tr,A0A087WQX9,Mus musculus ,1700012B09Rik ,19,4
50313,tr,F8WHM3,Mus musculus ,Slc4a3 ,573,1
50314,tr,E9Q1S9,Mus musculus ,Cst12 ,141,1
50315,tr,A0A075B663,Mus musculus ,Iglv1 ,117,4
50316,tr,A0A1B0GRJ5,Mus musculus ,Gm45799 ,61,1
50317,tr,A0A0U1RNF7,Mus musculus ,Tm2d3 ,53,4
50318,tr,A0A087WRK9,Mus musculus ,Trip12 ,33,4
50319,tr,E9PY70,Mus musculus ,Tlcd1 ,103,4
50320,tr,A0A0A6YW26,Mus musculus ,Ighv8-4 ,117,4
50321,tr,D6RGP6,Mus musculus ,Luc7l ,79,1
50322,tr,D3Z2N7,Mus musculus ,Mvp ,134,1
50323,tr,F6W0Y3,Mus musculus ,Phtf2 ,20,4
50324,tr,A0A286YDY3,Mus musculus ,Neil2 ,132,1
50325,tr,F6QUA9,Mus musculus ,Tbc1d1 ,101,1
50326,tr,J3QJW3,Mus musculus ,Cadps ,1356,1
50327,tr,D3YUP0,Mus musculus ,Vps8 ,1429,1
50328,tr,V9GXK4,Mus musculus ,Dmtf1 ,232,4
50329,tr,E9QQ99,Mus musculus ,Syvn1 ,561,1
50330,tr,A0A1W2P6K9,Mus musculus ,Sgpp1 ,268,1
50331,tr,E9PVF9,Mus musculus ,Timm23 ,78,1
50332,tr,B1AV57,Mus musculus ,Pithd1 ,118,1
50333,tr,A0A494BBG0,Mus musculus ,Gsto2 ,64,4
50334,tr,A0A087WQZ4,Mus musculus ,Gdap1 ,60,1
50335,tr,E9PWQ2,Mus musculus ,Zfp268 ,407,4
50336,tr,E0CY49,Mus musculus ,Asl ,262,1
50337,tr,F7AI27,Mus musculus ,Carmil1 ,932,1
50338,tr,D6RFD8,Mus musculus ,St7 ,52,3
50339,tr,D3YXB2,Mus musculus ,Stau2 ,93,4
50340,tr,E9PYF0,Mus musculus ,Rrp7a ,145,1
50341,tr,D3Z0U2,Mus musculus ,Cbx5 ,42,1
50342,tr,B1AXJ5,Mus musculus ,Lrp8 ,896,1
50343,tr,E9Q1U2,Mus musculus ,Synpo2 ,1257,1
50344,tr,B0R0C0,Mus musculus ,Oprl1 ,353,3
50345,tr,D3Z6G2,Mus musculus ,Rassf5 ,321,1
50346,tr,E9QAW9,Mus musculus ,Slit1 ,1458,1
50347,tr,E9Q7B5,Mus musculus ,Cacna1s ,1850,1
50348,tr,F8WJA7,Mus musculus ,Aff3 ,1228,1
50349,tr,G3UXN5,Mus musculus ,Mocs1 ,98,1
50350,tr,A0A2R8VKJ9,Mus musculus ,Dennd6b ,64,4
50351,tr,E9QA23,Mus musculus ,Zfp644 ,105,1
50352,tr,F6Z7Y0,Mus musculus ,Npepps ,15,4
50353,tr,A0A286YE14,Mus musculus ,Tmem161b ,267,1
50354,tr,A0A1Y7VJ36,Mus musculus ,Hsd17b3 ,193,4
50355,tr,E9PW85,Mus musculus ,Vrk3 ,204,1
50356,tr,D3YXX6,Mus musculus ,Kxd1 ,37,1
50357,tr,F6S419,Mus musculus ,Tmem132c ,148,4
50358,tr,A0A2K6EDL8,Mus musculus ,Col20a1 ,1362,1
50359,tr,A0A0J9YUI9,Mus musculus ,Gtf2ird1 ,167,1
50360,tr,A2AKF0,Mus musculus ,Necab3 ,168,4
50361,tr,A0A1B0GXD7,Mus musculus ,Fam161a ,110,4
50362,tr,A0A0R4J225,Mus musculus ,Bscl2 ,443,1
50363,tr,A0A0N4SUP4,Mus musculus ,Epha1 ,945,1
50364,tr,Z4YLD0,Mus musculus ,C330007P06Rik ,227,1
50365,tr,E9Q6K1,Mus musculus ,Ercc2 ,739,1
50366,tr,A0A0A6YVS4,Mus musculus ,Ighv5-9-1 ,126,1
50367,tr,V9GXL1,Mus musculus ,Erc1 ,285,1
50368,tr,A0A1D5RMG9,Mus musculus ,Herpud1 ,36,4
50369,tr,F7CD87,Mus musculus ,Cask ,191,1
50370,tr,A0A217FL56,Mus musculus ,Slc6a18 ,542,1
50371,tr,B1AY88,Mus musculus ,Gtdc1 ,142,1
50372,tr,A2ATR6,Mus musculus ,Ypel4 ,55,4
50373,tr,E0CXW6,Mus musculus ,Olr1 ,97,1
50374,tr,E9PZI6,Mus musculus ,Katna1 ,493,1
50375,tr,V9GXK8,Mus musculus ,Pank2 ,77,1
50376,tr,A0A0G2JGX4,Mus musculus ,Atp1a3 ,1026,1
50377,tr,D3Z5F7,Mus musculus ,Gm20521 ,333,3
50378,tr,F2Z465,Mus musculus ,Dab1 ,258,1
50379,tr,G3UXJ4,Mus musculus ,Chd2 ,163,1
50380,tr,E9Q593,Mus musculus ,Cyp2b23 ,491,3
50381,tr,A0A087WP37,Mus musculus ,Plekha6 ,175,1
50382,tr,L7N215,Mus musculus ,Vmn2r51 ,852,4
50383,tr,M0QWE6,Mus musculus ,Stradb ,129,4
50384,tr,E9Q2I3,Mus musculus ,Ppm1m ,462,1
50385,tr,A0A087WPL4,Mus musculus ,Bap1 ,146,1
50386,tr,F6SX36,Mus musculus ,Trim30d ,212,4
50387,tr,L7N201,Mus musculus ,Zfp934 ,330,4
50388,tr,F6VVM1,Mus musculus ,Tmem219 ,82,4
50389,tr,K7N741,Mus musculus ,Vmn2r36 ,852,4
50390,tr,F7B2B4,Mus musculus ,Atp6v1f ,100,1
50391,tr,A0A286YCV6,Mus musculus ,Mblac2 ,99,1
50392,tr,B7ZCR8,Mus musculus ,Zfp512b ,71,1
50393,tr,D3Z158,Mus musculus ,Qars ,751,1
50394,tr,A0A1L1SVB8,Mus musculus ,Slc16a10 ,184,4
50395,tr,A0A140LHW5,Mus musculus ,Spcs2 ,74,1
50396,tr,A0A2R8W744,Mus musculus ,Aco2 ,194,1
50397,tr,F6YYP1,Mus musculus ,Pigq ,452,1
50398,tr,A0A0G2JF55,Mus musculus ,Tet2 ,1920,1
50399,tr,A0A0R4J146,Mus musculus ,Nt5c3b ,257,1
50400,tr,E0CX96,Mus musculus ,Zeb1 ,154,4
50401,tr,A0A0G2JF69,Mus musculus ,Slc25a40 ,129,1
50402,tr,K7N6V4,Mus musculus ,Gm3642 ,267,4
50403,tr,F6RRT7,Mus musculus ,Chkb ,176,1
50404,tr,A0A1L1SUD4,Mus musculus ,Cd276 ,145,1
50405,tr,A0A217FL82,Mus musculus ,Mdga2 ,1009,1
50406,tr,E9PUD7,Mus musculus ,Tpgs2 ,241,1
50407,tr,A0A0G2JDP5,Mus musculus ,Traj30 ,20,4
50408,tr,A2BEJ1,Mus musculus ,Gm11756 ,356,4
50409,tr,J3QPG5,Mus musculus ,Psap ,557,1
50410,tr,A0A494BAT1,Mus musculus ,Lzts2 ,42,1
50411,tr,A0A286YCX4,Mus musculus ,Mipep ,210,1
50412,tr,D3Z3A0,Mus musculus ,Ppp1r2 ,195,1
50413,tr,G3UWZ1,Mus musculus ,Pear1 ,50,1
50414,tr,F6UTM6,Mus musculus ,Pla2g12b ,101,1
50415,tr,A0A1W2P7M1,Mus musculus ,Zwint ,126,1
50416,tr,A0A5F8MPG4,Mus musculus ,Pde1c ,861,1
50417,tr,Q5F247,Mus musculus ,Smtnl2 ,422,1
50418,tr,A0A140LIP2,Mus musculus ,Ect2l ,953,1
50419,tr,A0A1Y7VLP8,Mus musculus ,Aopep ,110,4
50420,tr,A2A654,Mus musculus ,Bptf ,3036,1
50421,tr,B1AQZ0,Mus musculus ,Septin8 ,484,1
50422,tr,A0A3B2WD56,Mus musculus ,Mea1 ,131,1
50423,tr,D3Z0X4,Mus musculus ,Zfp617 ,222,1
50424,tr,A0A0A6YW53,Mus musculus ,Map4k4 ,1288,1
50425,tr,A0A0A6YY88,Mus musculus ,Pcdh1 ,60,4
50426,tr,F7CB97,Mus musculus ,Clip1 ,1182,1
50427,tr,B0QZH8,Mus musculus ,Chd3 ,143,1
50428,tr,E9PV13,Mus musculus ,Eps8l1 ,59,4
50429,tr,A0A286YDR9,Mus musculus ,Tut7 ,149,1
50430,tr,A0A338P7H1,Mus musculus ,Dlg4 ,198,1
50431,tr,Z4YJL0,Mus musculus ,Bahd1 ,772,1
50432,tr,D3YVA6,Mus musculus ,Lrrc51 ,159,4
50433,tr,A0A286YDC7,Mus musculus ,Gcnt2 ,45,4
50434,tr,E9PWL0,Mus musculus ,Trim30d ,497,1
50435,tr,V9GWW9,Mus musculus ,Trmt13 ,292,1
50436,tr,A2ANX2,Mus musculus ,Atp8b4 ,426,1
50437,tr,F6XU19,Mus musculus ,Lrp1 ,13,4
50438,tr,A0A3B2W7C9,Mus musculus ,Memo1 ,222,1
50439,tr,E9Q693,Mus musculus ,Rrnad1 ,85,4
50440,tr,J3QMM7,Mus musculus ,Naxd ,327,1
50441,tr,F6UK66,Mus musculus ,Ccdc50 ,256,1
50442,tr,A0A1W2P6P9,Mus musculus ,Galnt16 ,125,1
50443,tr,F6Z6W0,Mus musculus ,Morn3 ,38,4
50444,tr,D3YVA3,Mus musculus ,Scrib ,90,1
50445,tr,A2ALA4,Mus musculus ,Med22 ,168,1
50446,tr,D3YUW8,Mus musculus ,Pogz ,1314,1
50447,tr,F6S4G2,Mus musculus ,Cds2 ,194,1
50448,tr,E9Q3K6,Mus musculus ,Gm10401 ,71,4
50449,tr,A0A5F8MQB6,Mus musculus ,Clca4a ,925,1
50450,tr,A0A0A6YW92,Mus musculus ,Dalrd3 ,171,1
50451,tr,D3Z0V2,Mus musculus ,Arhgef7 ,636,1
50452,tr,A0A7N9VS33,Mus musculus ,Ptpmt1 ,87,4
50453,tr,B0R043,Mus musculus ,Rbm18 ,100,1
50454,tr,D3YYB5,Mus musculus ,Gm42791 ,209,1
50455,tr,G3X956,Mus musculus ,Supt16 ,1047,1
50456,tr,A0A075B5Y9,Mus musculus ,Trgv5 ,97,4
50457,tr,V9GWW8,Mus musculus ,Rhox3h ,178,4
50458,tr,B8JK52,Mus musculus ,Cenpo ,177,1
50459,tr,A0A0R4J252,Mus musculus ,Slc6a17 ,686,1
50460,tr,J3QMR1,Mus musculus ,Smg1 ,96,1
50461,tr,A0A140LHF4,Mus musculus ,Smarca2 ,296,1
50462,tr,B1AXJ1,Mus musculus ,Tepsin ,567,1
50463,tr,F6ZMN8,Mus musculus ,Xaf1 ,75,1
50464,tr,D6RDD2,Mus musculus ,Ttc3 ,1162,1
50465,tr,A0A571BGH5,Mus musculus ,Gnas ,32,1
50466,tr,A0A1W2P6X3,Mus musculus ,Fmnl1 ,1100,1
50467,tr,D6RH75,Mus musculus ,Thap12 ,120,1
50468,tr,A0A0A6YW01,Mus musculus ,Lbr ,132,1
50469,tr,A0A0U1RNU9,Mus musculus ,Atp6v1b1 ,215,1
50470,tr,F6TL54,Mus musculus ,Phf21a ,189,1
50471,tr,A2BI12,Mus musculus ,Psip1 ,327,1
50472,tr,D3YYP9,Mus musculus ,Akt1 ,134,1
50473,tr,D3Z2W8,Mus musculus ,Clip3 ,84,1
50474,tr,A0A1B0GRZ2,Mus musculus ,Cyth2 ,124,1
50475,tr,A0A0R4J2B7,Mus musculus ,Dock10 ,1816,1
50476,tr,D3Z135,Mus musculus ,Myo5b ,183,1
50477,tr,K3W4M2,Mus musculus ,Ryr1 ,5033,1
50478,tr,D3YXN8,Mus musculus ,Apoc3 ,53,1
50479,tr,F6RQN3,Mus musculus ,Atp2a1 ,146,1
50480,tr,A0A1Y7VKQ1,Mus musculus ,Shc3 ,461,1
50481,tr,A0A494B943,Mus musculus ,Ostf1 ,38,1
50482,tr,D6RG90,Mus musculus ,Mindy3 ,90,1
50483,tr,D6RGS9,Mus musculus ,Ergic2 ,36,4
50484,tr,D6RI79,Mus musculus ,Arfip2 ,51,4
50485,tr,D3Z6T1,Mus musculus ,Bbs9 ,132,1
50486,tr,A0A075B5R0,Mus musculus ,Ighv5-16 ,116,1
50487,tr,E0CY42,Mus musculus ,Clic6 ,100,1
50488,tr,E9Q2K8,Mus musculus ,S100a14 ,55,1
50489,tr,F6VXN4,Mus musculus ,Tsc22d4 ,96,1
50490,tr,A0A2I3BPC1,Mus musculus ,Pde1b ,516,1
50491,tr,A0A1W2P7T2,Mus musculus ,Cdc34 ,116,4
50492,tr,B1AUD3,Mus musculus ,Camkk1 ,342,1
50493,tr,D3Z412,Mus musculus ,Syne2 ,125,1
50494,tr,A0A3B2W3W9,Mus musculus ,Ilrun ,223,1
50495,tr,A0A571BDT7,Mus musculus ,Gm21411 ,373,4
50496,tr,A2A8M8,Mus musculus ,Pramel11 ,474,3
50497,tr,E9QAE3,Mus musculus ,Btaf1 ,1848,1
50498,tr,G5E817,Mus musculus ,Btbd6 ,539,4
50499,tr,F6UNW2,Mus musculus ,Tmem161a ,454,1
50500,tr,A0A1Y7VJC5,Mus musculus ,Odc1 ,197,1
50501,tr,D3Z5A3,Mus musculus ,Paqr7 ,147,3
50502,tr,D3YWJ5,Mus musculus ,Tnfaip8 ,188,1
50503,tr,M0QWF1,Mus musculus ,Scly ,61,1
50504,tr,E9Q904,Mus musculus ,Ctnnd1 ,913,1
50505,tr,F8WJ25,Mus musculus ,Endov ,200,1
50506,tr,A0A5F8MPK9,Mus musculus ,Sacm1l ,609,1
50507,tr,A0A494B960,Mus musculus ,Il17b ,74,4
50508,tr,Q5SS83,Mus musculus ,Flot2 ,428,1
50509,tr,E9Q2F4,Mus musculus ,Cish ,102,1
50510,tr,B1ARR6,Mus musculus ,Eno1 ,67,1
50511,tr,A2AKT6,Mus musculus ,Xpo1 ,59,1
50512,tr,S4R2C5,Mus musculus ,Calcb ,51,3
50513,tr,F7DEN0,Mus musculus ,Nckap5l ,112,4
50514,tr,A0A0A6YX49,Mus musculus ,Serpinc1 ,103,1
50515,tr,E0CZ07,Mus musculus ,Mcoln1 ,90,1
50516,tr,A0A0G2JE81,Mus musculus ,Klf3 ,55,4
50517,tr,A0A1B0GRX6,Mus musculus ,Mob2 ,126,1
50518,tr,Z4YJL9,Mus musculus ,Ift20 ,111,1
50519,tr,E9PX62,Mus musculus ,Hdac7 ,851,1
50520,tr,A0A140LIV9,Mus musculus ,Ccdc106 ,65,4
50521,tr,F8VPJ8,Mus musculus ,Olfr67 ,320,3
50522,tr,F7BA73,Mus musculus ,Mtmr14 ,142,1
50523,tr,A0A494B9F2,Mus musculus ,Rttn ,123,1
50524,tr,A0A494BAJ9,Mus musculus ,Polr2g ,69,1
50525,tr,A2A474,Mus musculus ,Tox2 ,124,4
50526,tr,F6XGN0,Mus musculus ,Nup210 ,1076,1
50527,tr,D6RJM0,Mus musculus ,Donson ,131,1
50528,tr,A0A0A6YX40,Mus musculus ,Igsf3 ,1214,1
50529,tr,E9PW83,Mus musculus ,Fam184a ,1143,1
50530,tr,D3Z7F9,Mus musculus ,Slc38a8 ,206,4
50531,tr,D6RHM9,Mus musculus ,Parva ,66,1
50532,tr,E9Q3C4,Mus musculus ,Parg ,95,1
50533,tr,A0A0R4J1U7,Mus musculus ,Rasal3 ,601,1
50534,tr,V9GXA9,Mus musculus ,Smim22 ,86,4
50535,tr,M0QWP2,Mus musculus ,Emc8 ,143,1
50536,tr,D3YWU1,Mus musculus ,Trafd1 ,169,1
50537,tr,F6S265,Mus musculus ,Slc4a3 ,81,1
50538,tr,L7N1X4,Mus musculus ,Zfp457 ,647,4
50539,tr,D3Z0T6,Mus musculus ,Adamtsl4 ,70,4
50540,tr,A0A1Y7VGK4,Mus musculus ,Rnf44 ,7,4
50541,tr,A0A0U1RNP0,Mus musculus ,Klk5 ,69,4
50542,tr,A0A1B0GRD7,Mus musculus ,Abcc8 ,158,1
50543,tr,A0A0A6YWA6,Mus musculus ,Mme ,130,1
50544,tr,G3UYR4,Mus musculus ,Serpinb10 ,320,1
50545,tr,A0A494B9S2,Mus musculus ,Mzb1 ,89,1
50546,tr,D3YUS4,Mus musculus ,Rab13 ,121,1
50547,tr,D3Z3B7,Mus musculus ,Cep44 ,80,1
50548,tr,F6ZM31,Mus musculus ,Slc11a2 ,220,3
50549,tr,F2Z3X8,Mus musculus ,Med7 ,133,1
50550,tr,D3Z652,Mus musculus ,Tex35 ,186,4
50551,tr,G3UYA7,Mus musculus ,Dennd2c ,863,1
50552,tr,F6XQW1,Mus musculus ,Stag1 ,869,1
50553,tr,D6RES1,Mus musculus ,Ube2g1 ,99,1
50554,tr,A0A0U1RP47,Mus musculus ,Cbl ,895,1
50555,tr,A0A0G2JF97,Mus musculus ,Psma5 ,55,1
50556,tr,A0A6I8MWX0,Mus musculus ,Fndc1 ,1833,1
50557,tr,G5E8I8,Mus musculus ,Cherp ,949,1
50558,tr,J3QNR4,Mus musculus ,Gps2 ,90,4
50559,tr,V9GXD4,Mus musculus ,Rgsl1 ,33,4
50560,tr,F6VVA3,Mus musculus ,Rrp7a ,51,1
50561,tr,A0A571BF93,Mus musculus ,Macf1 ,5323,1
50562,tr,D3Z6H5,Mus musculus ,Il12rb2 ,540,1
50563,tr,E9PZ97,Mus musculus ,Blm ,1419,1
50564,tr,A2A652,Mus musculus ,Bptf ,158,1
50565,tr,A0A140LJ93,Mus musculus ,Camsap3 ,47,4
50566,tr,A0A0U1RPY8,Mus musculus ,Coro1a ,246,1
50567,tr,G3UXG4,Mus musculus ,Rbm38 ,29,4
50568,tr,F6VE93,Mus musculus ,Nlgn2 ,262,1
50569,tr,A0A0A0MQJ5,Mus musculus ,Atp6v0b ,158,3
50570,tr,A0A0G2JFA6,Mus musculus ,Prss50 ,221,1
50571,tr,D3Z2E9,Mus musculus ,Fam241b ,122,1
50572,tr,E9Q2M5,Mus musculus ,Gigyf2 ,721,1
50573,tr,D3YZN5,Mus musculus ,Stt3a ,90,1
50574,tr,B1AQX5,Mus musculus ,Skap1 ,126,4
50575,tr,H3BIY7,Mus musculus ,Mta3 ,251,1
50576,tr,L7N2C8,Mus musculus ,Vmn1r126 ,321,3
50577,tr,D3Z7U2,Mus musculus ,Tiparp ,205,4
50578,tr,H3BKQ6,Mus musculus ,Snx17 ,66,1
50579,tr,D3Z0G8,Mus musculus ,Mpp4 ,654,1
50580,tr,E9PV81,Mus musculus ,Glrb ,57,4
50581,tr,A2AJK8,Mus musculus ,Ttc1 ,250,1
50582,tr,E9PZC6,Mus musculus ,Wiz ,88,1
50583,tr,A0A0G2JEK6,Mus musculus ,Piwil1 ,493,1
50584,tr,A0A067XG53,Mus musculus ,Cask ,871,1
50585,tr,F6TFN2,Mus musculus ,Lmo7 ,1189,1
50586,tr,F6VT60,Mus musculus ,Afg1l ,348,1
50587,tr,D3YWJ1,Mus musculus ,Ccl25 ,228,4
50588,tr,E0CXI4,Mus musculus ,Kcnab2 ,134,1
50589,tr,A0A1Y7VL02,Mus musculus ,Amotl1 ,69,4
50590,tr,A0A140LJ52,Mus musculus ,Mosmo ,92,4
50591,tr,A2AQ42,Mus musculus ,Fnbp1 ,586,1
50592,tr,A0A140LIK3,Mus musculus ,Hikeshi ,100,1
50593,tr,A0A286YDR5,Mus musculus ,Trim38 ,249,1
50594,tr,V9GXY1,Mus musculus ,Acaca ,228,1
50595,tr,A0A1D5RMI5,Mus musculus ,Mast3 ,91,1
50596,tr,A2AMI4,Mus musculus ,Eif4g3 ,183,1
50597,tr,F6X3X7,Mus musculus ,Uggt2 ,106,1
50598,tr,A0A140LJE6,Mus musculus ,Slc35a2 ,139,3
50599,tr,H3BKI4,Mus musculus ,Gm29394 ,86,4
50600,tr,K7N6Y8,Mus musculus ,Gm8265 ,158,4
50601,tr,A0A0U1RPQ0,Mus musculus ,Trpm1 ,153,4
50602,tr,G3X9U2,Mus musculus ,Zfp446 ,423,1
50603,tr,A0A1B0GRB9,Mus musculus ,Primpol ,265,1
50604,tr,A0A1L1ST52,Mus musculus ,Pkm ,102,1
50605,tr,A0A338P6F3,Mus musculus ,Adam17 ,38,4
50606,tr,F7B9G4,Mus musculus ,Enpep ,501,1
50607,tr,B8JK67,Mus musculus ,Pigp ,205,4
50608,tr,B1AWH3,Mus musculus ,Tstd2 ,16,4
50609,tr,A0A3B2WCW6,Mus musculus ,Vmn2r76 ,565,4
50610,tr,E9Q872,Mus musculus ,Rell2 ,148,1
50611,tr,A0A0U1RQ41,Mus musculus ,Fanci ,111,1
50612,tr,F6TH61,Mus musculus ,Usp48 ,123,1
