,sptr,accession,organism,GN,length
47904,tr,A0A1B0GQW7,Mus musculus ,Folr2 ,87
47905,tr,E9Q688,Mus musculus ,Tnnt1 ,249
47906,tr,E9QN32,Mus musculus ,Lhx6 ,377
47907,tr,A0A1W2P882,Mus musculus ,Atp2b1 ,279
47908,tr,F6Q1Q5,Mus musculus ,Cep128 ,120
47909,tr,D3YY94,Mus musculus ,Stx2 ,85
47910,tr,A0A0U1RQ02,Mus musculus ,Lat ,105
47911,tr,E9PXA4,Mus musculus ,Naa20 ,111
47912,tr,A0A286YD62,Mus musculus ,Dsc3 ,152
47913,tr,A0A1L1SQH1,Mus musculus ,Olfr1457 ,144
47914,tr,A0A0A6YXT6,Mus musculus ,Lbr ,122
47915,tr,A2AWQ9,Mus musculus ,Scrn3 ,189
47916,tr,D6RDB6,Mus musculus ,Slc22a21 ,174
47917,tr,A2ALT1,Mus musculus ,a ,70
47918,tr,A0A0R4J0I2,Mus musculus ,Tmem132d ,1097
47919,tr,E9Q395,Mus musculus ,Cd1d1 ,205
47920,tr,B7ZCI9,Mus musculus ,Itgav ,135
47921,tr,A0A1B0GSF3,Mus musculus ,Bet1l ,49
47922,tr,A0A2I3BPU8,Mus musculus ,Ap5m1 ,101
47923,tr,A0A0N4SV75,Mus musculus ,Chn2 ,274
47924,tr,D3YUD4,Mus musculus ,Setd1a ,247
47925,tr,E9Q9E4,Mus musculus ,Cdk4 ,253
47926,tr,E9Q048,Mus musculus ,Ermard ,622
47927,tr,G3UXW9,Mus musculus ,Gps1 ,526
47928,tr,A0A0R4J0M2,Mus musculus ,Atp13a4 ,878
47929,tr,F6X6X1,Mus musculus ,Llgl2 ,161
47930,tr,F7CAP1,Mus musculus ,Fancd2 ,246
47931,tr,E9Q294,Mus musculus ,Il10rb ,52
47932,tr,E9Q1D5,Mus musculus ,Tgfb1i1 ,422
47933,tr,K7N6U0,Mus musculus ,Vmn1r142 ,305
47934,tr,F6YYK4,Mus musculus ,Piezo2 ,409
47935,tr,J3QMZ0,Mus musculus ,Igkv4-54 ,96
47936,tr,A0A5H1ZRN8,Mus musculus ,Ankrd31 ,1545
47937,tr,D3Z7I3,Mus musculus ,Sox13 ,504
47938,tr,A0A1B0GSJ2,Mus musculus ,Rpl13a ,110
47939,tr,H3BKV2,Mus musculus ,Hnf1a ,119
47940,tr,A0A0J9YUH2,Mus musculus ,Gm7697 ,350
47941,tr,D3YWY4,Mus musculus ,Grip1 ,1075
47942,tr,A0A0J9YV80,Mus musculus ,Fxyd3 ,32
47943,tr,J3QQ16,Mus musculus ,Col6a3 ,2677
47944,tr,A0A2I3BR52,Mus musculus ,Tmem253 ,170
47945,tr,D3YXR7,Mus musculus ,Ube4a ,96
47946,tr,H3BLI8,Mus musculus ,Wdr17 ,1283
47947,tr,G5E8H3,Mus musculus ,Ikzf1 ,515
47948,tr,F6RDF1,Mus musculus ,Rmc1 ,134
47949,tr,G3UZN5,Mus musculus ,Dnmt3a ,184
47950,tr,G3UWP6,Mus musculus ,Gtf2i ,86
47951,tr,A0A5F8MPN6,Mus musculus ,,42
47952,tr,A0A140LIC3,Mus musculus ,Ptov1 ,73
47953,tr,A0A140LIZ3,Mus musculus ,Olfr1428 ,88
47954,tr,A0A0R4J196,Mus musculus ,Spag9 ,1164
47955,tr,A2AHK7,Mus musculus ,Muc15 ,284
47956,tr,A0A1B0GT92,Mus musculus ,Gys1 ,674
47957,tr,A0A1D5RML5,Mus musculus ,Nmur1 ,65
47958,tr,D3YXY8,Mus musculus ,Mpv17l ,73
47959,tr,A3KFV6,Mus musculus ,Col16a1 ,129
47960,tr,A0A1W2P7H5,Mus musculus ,Pmel ,155
47961,tr,A0A0G2JEK9,Mus musculus ,Anp32e ,71
47962,tr,A0A0A6YY20,Mus musculus ,Sft2d2 ,114
47963,tr,A0A338P6Q6,Mus musculus ,Alg3 ,266
47964,tr,A0A2I3BRB6,Mus musculus ,Cln5 ,37
47965,tr,A0A0G2JFV8,Mus musculus ,Ptbp2 ,155
47966,tr,D3YWR3,Mus musculus ,Adgrl3 ,1268
47967,tr,B1ARC3,Mus musculus ,Slc39a11 ,42
47968,tr,A0A0G2JGR0,Mus musculus ,Hax1 ,36
47969,tr,A0A087WNT8,Mus musculus ,Nupr1 ,29
47970,tr,G3UY30,Mus musculus ,Cibar1 ,141
47971,tr,A0A0G2JGU1,Mus musculus ,Tm4sf1 ,136
47972,tr,F6YTS6,Mus musculus ,Ephx1 ,247
47973,tr,Q5ND25,Mus musculus ,Slc43a2 ,108
47974,tr,F6Z025,Mus musculus ,Man2b2 ,104
47975,tr,E0CYF5,Mus musculus ,Maf1 ,213
47976,tr,F6S365,Mus musculus ,Lpar5 ,163
47977,tr,D3YYE6,Mus musculus ,Atn1 ,183
47978,tr,A0A1Y7VLM5,Mus musculus ,Zfp37 ,591
47979,tr,A0A0R4J1S4,Mus musculus ,Cd84 ,140
47980,tr,F6SLH0,Mus musculus ,Rnf181 ,109
47981,tr,A0A0U1RPR7,Mus musculus ,Apobr ,164
47982,tr,F6XVS9,Mus musculus ,Gm8922 ,199
47983,tr,A0A0N4SVR4,Mus musculus ,Gys2 ,34
47984,tr,A0A2I3BQ61,Mus musculus ,Gfra2 ,309
47985,tr,A0A140LHW0,Mus musculus ,Fosb ,299
47986,tr,D3YZH8,Mus musculus ,Tbl2 ,190
47987,tr,F6S1B5,Mus musculus ,Adam5 ,613
47988,tr,A0A1B0GR40,Mus musculus ,B4galnt4 ,95
47989,tr,S4R1I5,Mus musculus ,Rbm6 ,42
47990,tr,S4R2R3,Mus musculus ,Arhgef40 ,89
47991,tr,A0A0G2JES6,Mus musculus ,Rilpl1 ,196
47992,tr,E9Q2B2,Mus musculus ,Ncor1 ,2386
47993,tr,A2A483,Mus musculus ,Zmynd8 ,1179
47994,tr,S4R1D9,Mus musculus ,Ccnd3 ,250
47995,tr,A0A0A6YY38,Mus musculus ,Ighv1-42 ,117
47996,tr,A0A0G2JEX5,Mus musculus ,4930579F01Rik ,200
47997,tr,A0A0J9YUE1,Mus musculus ,Ablim2 ,35
47998,tr,A0A668KLC0,Mus musculus ,Nectin1 ,447
47999,tr,E9PVS0,Mus musculus ,Ifrd1 ,401
48000,tr,A0A0J9YUB8,Mus musculus ,Fgfr3 ,222
48001,tr,A0A1L1SS23,Mus musculus ,Rasgrf2 ,505
48002,tr,A0A1W2P773,Mus musculus ,Kitl ,56
48003,tr,B1AUF8,Mus musculus ,Pik3r3 ,82
48004,tr,A2AJX3,Mus musculus ,Ndufaf4 ,127
48005,tr,D6RGQ7,Mus musculus ,Jmjd7 ,48
48006,tr,A0A3B2WD76,Mus musculus ,Catsperd ,505
48007,tr,A0A1L1SUR7,Mus musculus ,Picalm ,404
48008,tr,D3YVT2,Mus musculus ,Snx15 ,230
48009,tr,F6YP03,Mus musculus ,Caprin1 ,214
48010,tr,D3Z3H3,Mus musculus ,Gimap6 ,97
48011,tr,A0A1B0GRJ2,Mus musculus ,Paox ,206
48012,tr,A0A0U1RP66,Mus musculus ,Rlbp1 ,120
48013,tr,D3Z0X8,Mus musculus ,Mtfr1l ,225
48014,tr,E0CX89,Mus musculus ,Gulp1 ,41
48015,tr,V9GX73,Mus musculus ,Il6st ,66
48016,tr,S4R268,Mus musculus ,Birc6 ,597
48017,tr,D3Z6R8,Mus musculus ,Ep400 ,686
48018,tr,H3BJZ9,Mus musculus ,Acaa1a ,331
48019,tr,A0A140LJ78,Mus musculus ,Wdr45 ,287
48020,tr,A2AG83,Mus musculus ,Psmd10 ,151
48021,tr,A0A1B0GT00,Mus musculus ,Rpl13a ,133
48022,tr,A0A0G2JGS8,Mus musculus ,Gabrb1 ,226
48023,tr,A0A3Q4L309,Mus musculus ,BC004004 ,331
48024,tr,A0A0A0MQ99,Mus musculus ,Swi5 ,131
48025,tr,A0A0G2JDP9,Mus musculus ,Gabrg1 ,419
48026,tr,A0A1B0GR84,Mus musculus ,Tmem160 ,70
48027,tr,A0A087WNY6,Mus musculus ,Tardbp ,88
48028,tr,F7D0L1,Mus musculus ,Pogz ,54
48029,tr,A0A0N4SVN2,Mus musculus ,Itpr1 ,225
48030,tr,A2A813,Mus musculus ,Park7 ,175
48031,tr,E9PVR4,Mus musculus ,Fcgr3 ,74
48032,tr,E9PUE8,Mus musculus ,Abcc9 ,1533
48033,tr,D6RFV1,Mus musculus ,Asz1 ,148
48034,tr,E9PX37,Mus musculus ,Krtap27-1 ,202
48035,tr,A0A286YCX0,Mus musculus ,Sec24c ,71
48036,tr,A0A0A6YVY5,Mus musculus ,Nuf2 ,171
48037,tr,D3Z0Y2,Mus musculus ,Prdx6 ,200
48038,tr,B1AXZ0,Mus musculus ,Elavl2 ,346
48039,tr,G3XA20,Mus musculus ,Grip2 ,1042
48040,tr,E9PX09,Mus musculus ,Carns1 ,947
48041,tr,E9PYX3,Mus musculus ,Mark2 ,716
48042,tr,F6U1Y8,Mus musculus ,Parp9 ,104
48043,tr,J3JS29,Mus musculus ,Snap47 ,147
48044,tr,A0A0G2JDT4,Mus musculus ,Pilrb2 ,69
48045,tr,A0A087WRU2,Mus musculus ,Ank3 ,851
48046,tr,E9Q1F5,Mus musculus ,Myo5c ,1742
48047,tr,A0A0A6YW95,Mus musculus ,Bcan ,105
48048,tr,A0A1D5RLV1,Mus musculus ,Epb41 ,476
48049,tr,D3Z061,Mus musculus ,Uba6 ,1022
48050,tr,F7BEI3,Mus musculus ,Gimap9 ,138
48051,tr,A0A0G2JGT7,Mus musculus ,Rnf13 ,166
48052,tr,A0A0G2JGL6,Mus musculus ,Fxr1 ,133
48053,tr,A0A1L1SRJ3,Mus musculus ,St3gal4 ,134
48054,tr,D3Z645,Mus musculus ,Vps29 ,144
48055,tr,A0A1Y7VK19,Mus musculus ,Isca2 ,146
48056,tr,F6WI82,Mus musculus ,Slc18b1 ,42
48057,tr,A2CF63,Mus musculus ,Clec10a ,57
48058,tr,A0A0A0MQI2,Mus musculus ,Atp6v0b ,18
48059,tr,A0A7N9VT17,Mus musculus ,Atg4a ,213
48060,tr,A0A286YDA7,Mus musculus ,Tent2 ,158
48061,tr,A0A1L1ST33,Mus musculus ,Gm49337 ,502
48062,tr,H9KV00,Mus musculus ,Son ,2477
48063,tr,B0QZH4,Mus musculus ,Camta2 ,1196
48064,tr,A0A338P6V9,Mus musculus ,Ccdc14 ,886
48065,tr,A0A1B0GR86,Mus musculus ,Rcn3 ,280
48066,tr,A0A0G2JFZ8,Mus musculus ,Nup210l ,1881
48067,tr,A0A1D5RLH9,Mus musculus ,Tk2 ,64
48068,tr,E9Q812,Mus musculus ,Rell2 ,179
48069,tr,D3Z640,Mus musculus ,C2cd3 ,1566
48070,tr,F7BHL0,Mus musculus ,Kcnma1 ,1055
48071,tr,A0A0N4SUR7,Mus musculus ,Ogg1 ,138
48072,tr,A0A0A6YXG2,Mus musculus ,Ighv1-56 ,117
48073,tr,A0A0U1RNR4,Mus musculus ,Tmem150a ,174
48074,tr,D3YTR6,Mus musculus ,Spns1 ,476
48075,tr,K7N6H3,Mus musculus ,Zfp934 ,473
48076,tr,S4R2B5,Mus musculus ,Rxfp1 ,102
48077,tr,A0A0A6YXT7,Mus musculus ,Ip6k2 ,98
48078,tr,D3YX85,Mus musculus ,Asap2 ,955
48079,tr,A0A0A6YXW3,Mus musculus ,Lbr ,72
48080,tr,F7AKS4,Mus musculus ,Phf12 ,43
48081,tr,G3UZU7,Mus musculus ,Cd6 ,327
48082,tr,D3YYD5,Mus musculus ,Vps29 ,124
48083,tr,E0CXP9,Mus musculus ,Smdt1 ,57
48084,tr,A0A0G2JGI8,Mus musculus ,Shisa5 ,73
48085,tr,E9QLT6,Mus musculus ,Arnt ,771
48086,tr,A0A0G2JET6,Mus musculus ,Csn1s2a ,176
48087,tr,A0A0G2JGY3,Mus musculus ,Igkv6-13 ,119
48088,tr,M0QWG8,Mus musculus ,Casd1 ,220
48089,tr,J3QNP2,Mus musculus ,Smim18 ,93
48090,tr,D6RDR7,Mus musculus ,Asb3 ,124
48091,tr,E9PUD1,Mus musculus ,Spag9 ,1169
48092,tr,J3QMW1,Mus musculus ,Gm7137 ,236
48093,tr,E0CZ83,Mus musculus ,Pard3 ,1094
48094,tr,F7A8R0,Mus musculus ,Naa35 ,402
48095,tr,E0CXN6,Mus musculus ,Spata13 ,124
48096,tr,A0A494B9R2,Mus musculus ,Fads1 ,110
48097,tr,A0A1B0GS63,Mus musculus ,Arfip2 ,337
48098,tr,B0R0L8,Mus musculus ,Pjvk ,73
48099,tr,A0A1B0GT86,Mus musculus ,Trpm4 ,128
48100,tr,G3UXW5,Mus musculus ,Khdc3 ,74
48101,tr,F6RM34,Mus musculus ,Dsc2 ,240
48102,tr,E9PWI9,Mus musculus ,Lmo3 ,156
48103,tr,B0QZP2,Mus musculus ,Olfr1 ,196
48104,tr,E9QQ33,Mus musculus ,Sh3rf1 ,891
48105,tr,G3UWF3,Mus musculus ,Tsr2 ,35
48106,tr,G3UWQ6,Mus musculus ,Blcap ,17
48107,tr,A0A2R8VHV7,Mus musculus ,Gpt ,233
48108,tr,G3UZE6,Mus musculus ,Obox5 ,178
48109,tr,A0A494BAT7,Mus musculus ,Ubash3a ,194
48110,tr,A0A1B0GR11,Mus musculus ,Taldo1 ,382
48111,tr,A0A3B2WCL2,Mus musculus ,Tcp10c ,363
48112,tr,F6SWV4,Mus musculus ,Mesd ,77
48113,tr,F6YAR3,Mus musculus ,Tbl3 ,299
48114,tr,D6RG73,Mus musculus ,Bfar ,176
48115,tr,A0A2I3BQU7,Mus musculus ,Ranbp3l ,354
48116,tr,E9PYI6,Mus musculus ,Simc1 ,453
48117,tr,A0A1L1SV00,Mus musculus ,Higd1a ,84
48118,tr,A0A0A0MQ95,Mus musculus ,Arhgap12 ,796
48119,tr,F6XX22,Mus musculus ,Med24 ,70
48120,tr,A0A2I3BPU5,Mus musculus ,Lgi3 ,165
48121,tr,G3UVU3,Mus musculus ,Cyp4f13 ,118
48122,tr,A0A1C7CYU4,Mus musculus ,Stx3 ,86
48123,tr,H3BL82,Mus musculus ,Kdm2a ,246
48124,tr,A0A1B0GT95,Mus musculus ,Ssbp4 ,196
48125,tr,B1AQB1,Mus musculus ,Gm11569 ,180
48126,tr,G3X9W4,Mus musculus ,Nr2c2 ,629
48127,tr,A0A0R4IZW9,Mus musculus ,Sdf2 ,219
48128,tr,A0A0G2JE70,Mus musculus ,Cntnap2 ,79
48129,tr,A0A286YCB4,Mus musculus ,Cdc37l1 ,263
48130,tr,E9QKI2,Mus musculus ,Kcnc3 ,770
48131,tr,G3X9U1,Mus musculus ,Obox6 ,347
48132,tr,G3UZ87,Mus musculus ,Dtnb ,609
48133,tr,F6ZQZ7,Mus musculus ,Ccdc192 ,85
48134,tr,F6Q4R2,Mus musculus ,Apc ,51
48135,tr,A0A1B0GT38,Mus musculus ,Numa1 ,207
48136,tr,B1AU76,Mus musculus ,Nasp ,448
48137,tr,A0A0A6YVR2,Mus musculus ,Pmf1 ,81
48138,tr,F7AI87,Mus musculus ,Psmd4 ,194
48139,tr,F6RNN2,Mus musculus ,Qrfprl ,116
48140,tr,A0A087WRT5,Mus musculus ,Fam135a ,1310
48141,tr,B7ZD24,Mus musculus ,Aar2 ,42
48142,tr,A2AIU9,Mus musculus ,Rad54b ,93
48143,tr,A2AIR0,Mus musculus ,Rnf20 ,174
48144,tr,D3Z7U5,Mus musculus ,Fgfr3 ,47
48145,tr,E9PWF0,Mus musculus ,Thbs3 ,919
48146,tr,D3YXZ9,Mus musculus ,Shc1 ,118
48147,tr,A0A2I3BRA2,Mus musculus ,Carmil3 ,235
48148,tr,E9PYP8,Mus musculus ,Crybb1 ,236
48149,tr,D3YWI4,Mus musculus ,Mpv17 ,162
48150,tr,F7B296,Mus musculus ,Phldb1 ,309
48151,tr,A0A1Y7VM47,Mus musculus ,Bzw2 ,113
48152,tr,A0A087WPA5,Mus musculus ,Gm28961 ,222
48153,tr,A0A3Q4EG54,Mus musculus ,Osbpl1a ,528
48154,tr,E9PXG5,Mus musculus ,Clu ,233
48155,tr,D3YZ06,Mus musculus ,Hspb1 ,147
48156,tr,A0A1D5RLD8,Mus musculus ,Gm10358 ,333
48157,tr,E9Q099,Mus musculus ,Ovgp1 ,232
48158,tr,F8WIC0,Mus musculus ,Ak7 ,723
48159,tr,A0A1Y7VNP1,Mus musculus ,Atg2b ,916
48160,tr,A0A0A6YXF9,Mus musculus ,Mrpl41 ,97
48161,tr,A0A0G2JDP0,Mus musculus ,Hax1 ,277
48162,tr,A0A140LJ35,Mus musculus ,Zfp787 ,98
48163,tr,D3YVY2,Mus musculus ,Met ,169
48164,tr,F6XMY4,Mus musculus ,Tcea2 ,297
48165,tr,A0A0R4J1I5,Mus musculus ,Foxp4 ,673
48166,tr,A0A494BBB1,Mus musculus ,Lemd2 ,125
48167,tr,D3YZK7,Mus musculus ,Rfx5 ,105
48168,tr,A0A2R8W6I1,Mus musculus ,Apol9b ,180
48169,tr,H3BLP6,Mus musculus ,Bpifa3 ,102
48170,tr,A0A0R4J0V0,Mus musculus ,Cndp1 ,492
48171,tr,A0A1W2P8D7,Mus musculus ,Utp20 ,141
48172,tr,E9Q2M1,Mus musculus ,Gm5799 ,201
48173,tr,A0A0U1RP45,Mus musculus ,Oca2 ,59
48174,tr,E9Q296,Mus musculus ,Acox3 ,685
48175,tr,D3Z1F1,Mus musculus ,Pprc1 ,43
48176,tr,A0A494BBL8,Mus musculus ,Ehbp1l1 ,744
48177,tr,A0A0A6YY28,Mus musculus ,Prkar2a ,200
48178,tr,A0A0R4IZY7,Mus musculus ,Ncr1 ,325
48179,tr,A0A3B2WD64,Mus musculus ,Vmn2r82 ,519
48180,tr,E0CYE6,Mus musculus ,Pip4p1 ,283
48181,tr,A0A1Y7VJA3,Mus musculus ,Zmynd11 ,155
48182,tr,A0A1L1SQP9,Mus musculus ,Tln2 ,923
48183,tr,A0A140LIY1,Mus musculus ,Arhgap33 ,145
48184,tr,F2Z416,Mus musculus ,Nipsnap1 ,61
48185,tr,A0A1B0GRI5,Mus musculus ,Lrrc3c ,255
48186,tr,F6Z2M6,Mus musculus ,Ntm ,179
48187,tr,J3QMU3,Mus musculus ,Cd247 ,189
48188,tr,D3YWK0,Mus musculus ,Rnf121 ,57
48189,tr,A2AMW3,Mus musculus ,Gabre ,916
48190,tr,E9Q0I8,Mus musculus ,Homer1 ,180
48191,tr,E9PZ50,Mus musculus ,Tdrd6 ,2134
48192,tr,G3UWR0,Mus musculus ,Calu ,227
48193,tr,A0A075B634,Mus musculus ,Trav16n ,117
48194,tr,F6YHC1,Mus musculus ,Gm6482 ,213
48195,tr,A0A087WQ78,Mus musculus ,Ilkap ,99
48196,tr,A0A0B4J1E2,Mus musculus ,Snw1 ,536
48197,tr,A0A0R4J166,Mus musculus ,Klhl40 ,621
48198,tr,A0A2I3BS48,Mus musculus ,Hsf1 ,78
48199,tr,A0A1B0GQY5,Mus musculus ,Plpbp ,129
48200,tr,A0A087WPD9,Mus musculus ,1700057G04Rik ,156
48201,tr,A0A087WS21,Mus musculus ,Prex2 ,24
48202,tr,A0A1L1SUH0,Mus musculus ,Rnf26 ,181
48203,tr,D3Z042,Mus musculus ,Leng8 ,129
48204,tr,D3YZ32,Mus musculus ,Fis1 ,102
48205,tr,A0A0G2JGN0,Mus musculus ,Igkv3-10 ,119
48206,tr,B8A5X0,Mus musculus ,Odad4 ,506
48207,tr,A0A2R8VHC7,Mus musculus ,Ciita ,1075
48208,tr,D3YWG3,Mus musculus ,Rnaseh2a ,54
48209,tr,G3UX34,Mus musculus ,Opn1sw ,61
48210,tr,D3Z355,Mus musculus ,Socs2 ,70
48211,tr,F8WJ48,Mus musculus ,Ntng1 ,539
48212,tr,D3Z6H1,Mus musculus ,Fgf1 ,60
48213,tr,A0A0A6YWT6,Mus musculus ,Vwa3b ,336
48214,tr,D3Z396,Mus musculus ,Ntm ,316
48215,tr,A0A140LJE8,Mus musculus ,Irf3 ,161
48216,tr,A2APF7,Mus musculus ,Zbp1 ,411
48217,tr,F6SPK0,Mus musculus ,Ube2j1 ,262
48218,tr,A0A1Y7VJ37,Mus musculus ,Tspan13 ,133
48219,tr,E9PZU4,Mus musculus ,Map3k12 ,22
48220,tr,A0A2I3BQK0,Mus musculus ,Eny2 ,56
48221,tr,F8VPL1,Mus musculus ,Cacna2d4 ,1144
48222,tr,E0CYY6,Mus musculus ,Rb1cc1 ,164
48223,tr,A0A0J9YUK3,Mus musculus ,Scn8a ,100
48224,tr,A0A0U1RPS6,Mus musculus ,Wtip ,167
48225,tr,A0A1D5RLI4,Mus musculus ,Arhgef11 ,205
48226,tr,D3Z6D3,Mus musculus ,Use1 ,74
48227,tr,A0A286YCK6,Mus musculus ,Cacna2d3 ,100
48228,tr,G3UYX6,Mus musculus ,Prc1 ,249
48229,tr,A2AIS0,Mus musculus ,Cacna1b ,2288
48230,tr,E9PXB2,Mus musculus ,Fam178b ,523
48231,tr,E0CXJ7,Mus musculus ,Prkag3 ,268
48232,tr,A0A0U1RNN4,Mus musculus ,Insc ,135
48233,tr,A0A0U1RQB3,Mus musculus ,Trpm1 ,95
48234,tr,A0A1B0GS01,Mus musculus ,Pvrig ,234
48235,tr,E0CXI1,Mus musculus ,Ptcd1 ,20
48236,tr,F6X398,Mus musculus ,Sugp2 ,244
48237,tr,A2AW67,Mus musculus ,Gm14325 ,498
48238,tr,J3QPS1,Mus musculus ,Gm10717 ,224
48239,tr,A0A494BAV3,Mus musculus ,Sil1 ,80
48240,tr,F8WHD8,Mus musculus ,Synj2 ,1479
48241,tr,E9PZV3,Mus musculus ,Rrnad1 ,108
48242,tr,D3Z6E0,Mus musculus ,Tmem106b ,70
48243,tr,A2AKW4,Mus musculus ,Shb ,53
48244,tr,F6ZKA0,Mus musculus ,Mtbp ,30
48245,tr,E9QL22,Mus musculus ,Tatdn3 ,294
48246,tr,A0A0A0MQC7,Mus musculus ,Mapt ,733
48247,tr,A2A9V4,Mus musculus ,Slc25a19 ,44
48248,tr,D3Z0S9,Mus musculus ,Tsg101 ,145
48249,tr,B2FDH0,Mus musculus ,Ube2e3 ,103
48250,tr,E9PWY6,Mus musculus ,Gcat ,382
48251,tr,E9Q929,Mus musculus ,Eif4e1b ,188
48252,tr,A0A2R8W6T9,Mus musculus ,Tmprss6 ,799
48253,tr,A0A140LIA1,Mus musculus ,Tpcn2 ,503
48254,tr,F8WIT2,Mus musculus ,Anxa6 ,667
48255,tr,A0A087WRT2,Mus musculus ,Arpc2 ,26
48256,tr,A2A6H6,Mus musculus ,Tnnt3 ,255
48257,tr,A0A286YDU4,Mus musculus ,Rsl1 ,40
48258,tr,A0A0G2JFC4,Mus musculus ,Traj45 ,21
48259,tr,F6VYQ6,Mus musculus ,Exosc10 ,618
48260,tr,F6U473,Mus musculus ,Gm28305 ,122
48261,tr,E0CXB9,Mus musculus ,Ctnna2 ,966
48262,tr,F8WHB1,Mus musculus ,Atp2b2 ,1243
48263,tr,A0A2R8VHC8,Mus musculus ,Mettl7a1 ,115
48264,tr,A0A0U1RPP5,Mus musculus ,Fasn ,24
48265,tr,A0A1B0GRP1,Mus musculus ,Trak1 ,560
48266,tr,D3YX49,Mus musculus ,Zfp384 ,468
48267,tr,A0A1W2P887,Mus musculus ,Myt1l ,189
48268,tr,H3BL34,Mus musculus ,Ces1e ,561
48269,tr,E9PZS3,Mus musculus ,Tldc2 ,212
48270,tr,A0A0R4J194,Mus musculus ,Cacnb1 ,677
48271,tr,A0A1L1SV25,Mus musculus ,Actn4 ,932
48272,tr,M0QWE8,Mus musculus ,Plekhh3 ,320
48273,tr,B0V2H2,Mus musculus ,Gm16181 ,73
48274,tr,D3YY44,Mus musculus ,Dpf1 ,398
48275,tr,A2AJC0,Mus musculus ,Lcn6 ,115
48276,tr,A0A0G2JEV3,Mus musculus ,Iqca1l ,154
48277,tr,A0A140LHI2,Mus musculus ,Gm1043 ,306
48278,tr,D6RE36,Mus musculus ,Gzmk ,69
48279,tr,A0A087WP03,Mus musculus ,Dnajb2 ,110
48280,tr,A2AEQ5,Mus musculus ,Ctps2 ,151
48281,tr,A2AHX2,Mus musculus ,Lrsam1 ,55
48282,tr,A0A3B2W4J1,Mus musculus ,Vmn2r17 ,476
48283,tr,A2AQ72,Mus musculus ,Gabpb1 ,46
48284,tr,A0A286YDI7,Mus musculus ,Kif27 ,144
48285,tr,D6RCW0,Mus musculus ,Fastk ,141
48286,tr,A0A1L1SRQ7,Mus musculus ,Tmem42 ,129
48287,tr,A0A2C9F2D9,Mus musculus ,Cflar ,484
48288,tr,A0A075B5Y8,Mus musculus ,Trgv6 ,134
48289,tr,A0A140LIH8,Mus musculus ,Nr1h2 ,111
48290,tr,D3YW49,Mus musculus ,Tenm3 ,495
48291,tr,Z4YKI7,Mus musculus ,Hyi ,69
48292,tr,A0A0G2JE56,Mus musculus ,Zfp655 ,87
48293,tr,A2A983,Mus musculus ,Srrm1 ,198
48294,tr,A0A0J9YUA5,Mus musculus ,Stx18 ,104
48295,tr,A0A338P7G2,Mus musculus ,Med15 ,87
48296,tr,A0A0G2JE42,Mus musculus ,Ppp1cc ,27
48297,tr,A0A0G2JEP9,Mus musculus ,Spink8 ,49
48298,tr,M0QWT6,Mus musculus ,Zfp451 ,93
48299,tr,D3Z3D5,Mus musculus ,Shroom1 ,715
48300,tr,A0A087WNV4,Mus musculus ,Retreg2 ,173
48301,tr,A0A5F8MPV6,Mus musculus ,Rimbp2 ,76
48302,tr,D6RII3,Mus musculus ,Eml1 ,699
48303,tr,A0A1Y7VLT7,Mus musculus ,Eif1ad4 ,144
48304,tr,A0A0G2JF00,Mus musculus ,Celf3 ,31
48305,tr,A0A0G2JE69,Mus musculus ,Dph5 ,114
48306,tr,A2A6G6,Mus musculus ,Lasp1 ,89
48307,tr,A2AKI5,Mus musculus ,Itgav ,1008
48308,tr,D3YUL1,Mus musculus ,Proser3 ,77
48309,tr,A0A140LJ05,Mus musculus ,Catsperg2 ,800
48310,tr,A0A140LJ01,Mus musculus ,Spcs2 ,252
48311,tr,Q5SUE5,Mus musculus ,Rap1gap2 ,90
48312,tr,A0A0J9YUI4,Mus musculus ,Zeb2 ,80
48313,tr,F6R2V5,Mus musculus ,Pik3r2 ,84
48314,tr,A0A1Y7VN53,Mus musculus ,Kif12 ,176
48315,tr,A0A1Y7VKS9,Mus musculus ,Epdr1 ,122
48316,tr,A0A075B5L8,Mus musculus ,Igkv4-79 ,119
48317,tr,E9PUS2,Mus musculus ,Btbd2 ,523
48318,tr,Q5NCR5,Mus musculus ,Slc6a4 ,158
48319,tr,S4R189,Mus musculus ,Arhgef40 ,1526
48320,tr,E9Q723,Mus musculus ,Ttc13 ,792
48321,tr,F6UY70,Mus musculus ,Mark2 ,266
48322,tr,B1AWE0,Mus musculus ,Clta ,216
48323,tr,A0A140LIG9,Mus musculus ,Nrg1 ,483
48324,tr,E0CYZ9,Mus musculus ,Rnf6 ,188
48325,tr,A0A087WQ29,Mus musculus ,2410002F23Rik ,94
48326,tr,D3YXU1,Mus musculus ,Hadhb ,173
48327,tr,A0A1B0GRL0,Mus musculus ,Pih1d1 ,175
48328,tr,H3BL64,Mus musculus ,Gvin2 ,108
48329,tr,J3QMV3,Mus musculus ,Gm21778 ,156
48330,tr,E9Q6K7,Mus musculus ,Naa35 ,236
48331,tr,G3UXQ7,Mus musculus ,Rab2b ,62
48332,tr,S4R1B7,Mus musculus ,Ank2 ,108
48333,tr,A0A1L1SVG1,Mus musculus ,Lrrfip2 ,373
48334,tr,A2ARG6,Mus musculus ,Astl ,193
48335,tr,S4R2E5,Mus musculus ,Trmt2b ,458
48336,tr,A2CEK3,Mus musculus ,Pgm1 ,580
