,sptr,accession,organism,GN,length
47086,tr,A0A287AZF9,Sus scrofa ,CYC1 ,326
47087,tr,F1SG07,Sus scrofa ,RUSC2 ,1513
47088,tr,A0A286ZZW5,Sus scrofa ,GAS2 ,313
47089,tr,A0A287B3T9,Sus scrofa ,KLHL32 ,548
47090,tr,F1RXQ6,Sus scrofa ,MID1IP1 ,182
47091,tr,A0A287AXP8,Sus scrofa ,RIC1 ,1421
47092,tr,F1RJK0,Sus scrofa ,COQ5 ,353
47093,tr,A0A287ASB0,Sus scrofa ,LMBRD2 ,695
47094,tr,M3TYW5,Sus scrofa ,QARS1 ,775
47095,tr,A0A286ZX54,Sus scrofa ,PLA2G5 ,138
47096,tr,F1RJV5,Sus scrofa ,PDLIM4 ,331
47097,tr,A0A287AG19,Sus scrofa ,PCYT1B ,306
47098,tr,A0A287B4J6,Sus scrofa ,ZNF280C ,738
47099,tr,A0A287ANV2,Sus scrofa ,ZXDC ,842
47100,tr,F1RFB9,Sus scrofa ,GFER ,365
47101,tr,A0A287A0L6,Sus scrofa ,AP1AR ,141
47102,tr,A0A287A2J7,Sus scrofa ,ST8SIA3 ,379
47103,tr,A0A5G2QQL0,Sus scrofa ,,1272
47104,tr,A0A287BR91,Sus scrofa ,MEF2D ,509
47105,tr,F1RR91,Sus scrofa ,FBLL1 ,332
47106,tr,A0A287AEI6,Sus scrofa ,KPNA6 ,536
47107,tr,F1SGD3,Sus scrofa ,SYT10 ,523
47108,tr,A0A287BFQ6,Sus scrofa ,AXIN2 ,843
47109,tr,A0A480SUS1,Sus scrofa ,PPP2R5C ,524
47110,tr,A0A286ZIF7,Sus scrofa ,ZNF821 ,370
47111,tr,A0A287ALF7,Sus scrofa ,ANKRD34A ,496
47112,tr,Q1W0X9,Sus scrofa ,SLN ,31
47113,tr,A0A480INE8,Sus scrofa ,ZFP69B ,534
47114,tr,A0A287AW19,Sus scrofa ,MDH1B ,520
47115,tr,F1SDZ0,Sus scrofa ,SPATA7 ,576
47116,tr,C8CKA0,Sus scrofa ,IFN-alpha-9 ,189
47117,tr,A0A287BES9,Sus scrofa ,RNF145 ,669
47118,tr,F1RL74,Sus scrofa ,CAMK2A ,489
47119,tr,F1SST1,Sus scrofa ,DNAJC17 ,278
47120,tr,A5GFS9,Sus scrofa ,STX16 ,305
47121,tr,C8C4M8,Sus scrofa ,ZPBP2 ,326
47122,tr,F1SEV7,Sus scrofa ,GSDMD ,488
47123,tr,A0A286ZW31,Sus scrofa ,NEUROD6 ,337
47124,tr,F1RG63,Sus scrofa ,DCTPP1 ,168
47125,tr,A0A287BI29,Sus scrofa ,METTL24 ,365
47126,tr,A5GHK8,Sus scrofa ,PARD6B ,372
47127,tr,F1SLJ2,Sus scrofa ,PLK2 ,685
47128,tr,F1RSC8,Sus scrofa ,METTL18 ,373
47129,tr,F1SAX0,Sus scrofa ,SLC22A15 ,547
47130,tr,A0A287AVV0,Sus scrofa ,RMND1 ,443
47131,tr,K9J4M9,Sus scrofa ,COLEC12 ,742
47132,tr,K7GNE2,Sus scrofa ,TMEM255A ,325
47133,tr,F6QAE4,Sus scrofa ,TPRKB ,189
47134,tr,A0A287BQV7,Sus scrofa ,RTP1 ,263
47135,tr,A0A287A1L1,Sus scrofa ,ARF4 ,156
47136,tr,A0A480M9G9,Sus scrofa ,MRM2 ,245
47137,tr,A0A0G3VQH2,Sus scrofa ,LOC100520313 ,315
47138,tr,K9IWC9,Sus scrofa ,RHOQ ,205
47139,tr,A0A287AJN6,Sus scrofa ,LOC110258718 ,308
47140,tr,A0A0A8IK66,Sus scrofa ,wga16 ,166
47141,tr,A0A287BA13,Sus scrofa ,TMEM175 ,504
47142,tr,A0A287AP26,Sus scrofa ,ST14 ,856
47143,tr,A0A287A202,Sus scrofa ,YRDC ,279
47144,tr,A0A480J532,Sus scrofa ,NECAP1 ,271
47145,tr,A0A481CV86,Sus scrofa ,NDOR1 ,597
47146,tr,D2D0E6,Sus scrofa ,MLYCD ,499
47147,tr,A0A5G2R9P7,Sus scrofa ,,96
47148,tr,B6E314,Sus scrofa ,NCK2 ,376
47149,tr,A0A287ALH3,Sus scrofa ,SLC37A3 ,494
47150,tr,A0A480E925,Sus scrofa ,PEX2 ,320
47151,tr,A0A287AEU6,Sus scrofa ,MAT2B ,323
47152,tr,A0A287B5W2,Sus scrofa ,LOC100302368 ,246
47153,tr,A0A287BQZ1,Sus scrofa ,HAO2 ,353
47154,tr,A0A480JJE7,Sus scrofa ,H2AC6 ,130
47155,tr,A0A5G2QQW2,Sus scrofa ,NAPA ,295
47156,tr,A0A287AH72,Sus scrofa ,NFYC ,335
47157,tr,A0A287BI63,Sus scrofa ,RAB6A ,208
47158,tr,A0A5G2R6S0,Sus scrofa ,RAC2 ,192
47159,tr,A0A286ZFW3,Sus scrofa ,APOH ,345
47160,tr,A0A286ZT46,Sus scrofa ,LAT2 ,209
47161,tr,A0A287AWN8,Sus scrofa ,UBE2B ,122
47162,tr,A0A140TAJ7,Sus scrofa ,MLN ,119
47163,tr,A0A287B6D5,Sus scrofa ,FAM167A ,210
47164,tr,A0A287B139,Sus scrofa ,ACKR1 ,373
47165,tr,F1REY9,Sus scrofa ,ARSK ,540
47166,tr,A0A287A8C8,Sus scrofa ,SLC17A5 ,471
47167,tr,F1SQP7,Sus scrofa ,NR2C1 ,605
47168,tr,A0A287B1H6,Sus scrofa ,BIN1 ,528
47169,tr,D7EZN7,Sus scrofa ,G6PC1 ,357
47170,tr,A0A287AHT2,Sus scrofa ,ZSWIM7 ,144
47171,tr,I7GF95,Sus scrofa ,GNL1 ,607
47172,tr,A0A286ZW75,Sus scrofa ,SAFB2 ,864
47173,tr,A0A480HSI3,Sus scrofa ,PDCD4 ,469
47174,tr,F1SJ08,Sus scrofa ,FBXO48 ,151
47175,tr,A0A287BDA9,Sus scrofa ,NKX2-2 ,273
47176,tr,A0A287AGS1,Sus scrofa ,SARAF ,336
47177,tr,F1RJF6,Sus scrofa ,C1QTNF12 ,308
47178,tr,A0A286ZXP2,Sus scrofa ,STAP2 ,434
47179,tr,I3LG94,Sus scrofa ,RPRD2 ,1433
47180,tr,A0A5G2RKH0,Sus scrofa ,FBXL19 ,674
47181,tr,F1RNI4,Sus scrofa ,TFPT ,253
47182,tr,F1RMZ6,Sus scrofa ,GFRA2 ,464
47183,tr,A0A287AQR2,Sus scrofa ,ACSS3 ,627
47184,tr,B6E279,Sus scrofa ,IL17A ,153
47185,tr,A0A287A7J8,Sus scrofa ,TRAF4 ,470
47186,tr,F1SEW8,Sus scrofa ,C4H1orf52 ,183
47187,tr,A0A480M856,Sus scrofa ,ATE1 ,521
47188,tr,F1SPR5,Sus scrofa ,AMIGO3 ,508
47189,tr,I3LV61,Sus scrofa ,LOC110259262 ,224
47190,tr,A0A287BK49,Sus scrofa ,EFNB1 ,346
47191,tr,F1SIK8,Sus scrofa ,TBX20 ,449
47192,tr,F2Z4X9,Sus scrofa ,SMARCB1 ,385
47193,tr,F1SBH2,Sus scrofa ,SEC23B ,767
47194,tr,F1SSD9,Sus scrofa ,GLI3 ,1586
47195,tr,I3L780,Sus scrofa ,SAP30BP ,292
47196,tr,A0A288CFU5,Sus scrofa ,PTBP3 ,557
47197,tr,A0A286ZJR5,Sus scrofa ,BMS1 ,1244
47198,tr,A0A287BIK4,Sus scrofa ,KAT5 ,461
47199,tr,A0A287BEA5,Sus scrofa ,DDX17 ,418
47200,tr,F1SMK4,Sus scrofa ,HYAL4 ,482
47201,tr,A0A287A4L1,Sus scrofa ,ATP2B1 ,1249
47202,tr,A0A287AEQ4,Sus scrofa ,NBR1 ,949
47203,tr,A0A287A842,Sus scrofa ,CEP89 ,788
47204,tr,I3LA25,Sus scrofa ,SNRNP27 ,155
47205,tr,A0A286ZYU8,Sus scrofa ,ALDH1L1 ,867
47206,tr,F1S0L8,Sus scrofa ,MTDH ,582
47207,tr,F1SLV1,Sus scrofa ,LRRC23 ,343
47208,tr,A0A286ZWI6,Sus scrofa ,UPF3A ,466
47209,tr,A0A286ZP06,Sus scrofa ,CACNB3 ,484
47210,tr,F1SR11,Sus scrofa ,ABCC9 ,1549
47211,tr,A0A287ABA7,Sus scrofa ,SAP30L ,182
47212,tr,A0A287AUF8,Sus scrofa ,PITX2 ,271
47213,tr,Q5V9L5,Sus scrofa ,ADIPOR1 ,375
47214,tr,F1S4Q2,Sus scrofa ,FAM204A ,234
47215,tr,F1RNH3,Sus scrofa ,CNOT3 ,719
47216,tr,A0A287B1J2,Sus scrofa ,TRAK2 ,913
47217,tr,A0A5G2QVD2,Sus scrofa ,UBA3 ,463
47218,tr,F1S5E2,Sus scrofa ,FBXL5 ,691
47219,tr,F2Z5H3,Sus scrofa ,RPRD1B ,294
47220,tr,F1RJK9,Sus scrofa ,TMEM116 ,364
47221,tr,F1SA34,Sus scrofa ,ZNF558 ,402
47222,tr,A0A286ZPB8,Sus scrofa ,RBMS3 ,421
47223,tr,Q9BE99,Sus scrofa ,CD80 ,297
47224,tr,F1SDF7,Sus scrofa ,LOC100156977 ,341
47225,tr,F1RN07,Sus scrofa ,NFIL3 ,462
47226,tr,Q4R0H8,Sus scrofa ,AWN ,154
47227,tr,A0A480LAI1,Sus scrofa ,RBM10 ,854
47228,tr,I3LAL2,Sus scrofa ,SLC1A4 ,530
47229,tr,F1S7U4,Sus scrofa ,PPFIA4 ,1210
47230,tr,F1SS10,Sus scrofa ,ZNF770 ,693
47231,tr,F1SM48,Sus scrofa ,NGEF ,617
47232,tr,F2Z566,Sus scrofa ,STEEP1 ,222
47233,tr,I3LL77,Sus scrofa ,C1H6orf120 ,184
47234,tr,I3LGN1,Sus scrofa ,POLR3B ,1133
47235,tr,F1S070,Sus scrofa ,GCNT3 ,440
47236,tr,I3LEF9,Sus scrofa ,LOC110259262 ,224
47237,tr,I3L9W7,Sus scrofa ,KLHDC8A ,350
47238,tr,A0A287B595,Sus scrofa ,SMYD5 ,417
47239,tr,I3LIQ5,Sus scrofa ,MFSD1 ,468
47240,tr,A0A287AIX2,Sus scrofa ,DNAI7 ,722
47241,tr,K7GRW4,Sus scrofa ,,146
47242,tr,I3LRS5,Sus scrofa ,ALDH1A1 ,501
47243,tr,A0A287APX2,Sus scrofa ,GCC1 ,775
47244,tr,B4ZYI5,Sus scrofa ,RTL1 ,1357
47245,tr,B0LXP4,Sus scrofa ,MAP3K7 ,579
47246,tr,A0A5G2QTQ5,Sus scrofa ,,391
47247,tr,F1RNN5,Sus scrofa ,P2RX7 ,595
47248,tr,A0A287BHC3,Sus scrofa ,GNE ,760
47249,tr,Q6YT42,Sus scrofa ,CCR2 ,373
47250,tr,I3LCJ3,Sus scrofa ,NT5C3A ,313
47251,tr,A0A287BBS5,Sus scrofa ,AURKC ,297
47252,tr,F1SM91,Sus scrofa ,NKAPD1 ,293
47253,tr,F2Z5Q9,Sus scrofa ,NCBP2 ,156
47254,tr,A0A287ACJ6,Sus scrofa ,PLEKHG4B ,1005
47255,tr,A0A480TQ97,Sus scrofa ,SERINC2 ,454
47256,tr,A0A480JBJ3,Sus scrofa ,ABCC9 ,1549
47257,tr,F1RZP3,Sus scrofa ,REV3L ,3130
47258,tr,F1S7M1,Sus scrofa ,FSD1 ,496
47259,tr,A0A287AF53,Sus scrofa ,REM2 ,343
47260,tr,A0A287B481,Sus scrofa ,AOX1 ,1295
47261,tr,F1SAF9,Sus scrofa ,RNF26 ,433
47262,tr,F1SRD0,Sus scrofa ,CDCP1 ,837
47263,tr,F1RX06,Sus scrofa ,CDYL ,544
47264,tr,F1SNB7,Sus scrofa ,NADK2 ,442
47265,tr,Q2EHH8,Sus scrofa ,PPP1CA ,330
47266,tr,I3LRE0,Sus scrofa ,BCAP29 ,227
47267,tr,A0A286ZS65,Sus scrofa ,CPEB3 ,714
47268,tr,F1RS70,Sus scrofa ,EDNRA ,427
47269,tr,A0A287AS95,Sus scrofa ,ZNF263 ,684
47270,tr,F1RYY7,Sus scrofa ,GATD1 ,220
47271,tr,I3LS83,Sus scrofa ,TUSC3 ,276
47272,tr,F1S389,Sus scrofa ,TMED6 ,240
47273,tr,F1SL85,Sus scrofa ,MSL2 ,577
47274,tr,A0A287BF76,Sus scrofa ,HOXB9 ,250
47275,tr,F1SC81,Sus scrofa ,CEP55 ,464
47276,tr,F1RNC3,Sus scrofa ,PROCA1 ,378
47277,tr,A0A286ZV73,Sus scrofa ,PTGS2 ,604
47278,tr,A0A287BFR7,Sus scrofa ,PPFIA4 ,1189
47279,tr,A0A287ARQ2,Sus scrofa ,KIAA1217 ,1865
47280,tr,B7U2G7,Sus scrofa ,LGALS7 ,138
47281,tr,F1SIQ2,Sus scrofa ,GEMIN2 ,281
47282,tr,F1S811,Sus scrofa ,ALG6 ,486
47283,tr,F1SVB2,Sus scrofa ,RETSAT ,611
47284,tr,I3LNR0,Sus scrofa ,TBC1D1 ,1259
47285,tr,A0A287BAK7,Sus scrofa ,PCMTD1 ,252
47286,tr,F1S2H4,Sus scrofa ,F2RL1 ,397
47287,tr,A0A480TJP0,Sus scrofa ,DSE ,957
47288,tr,F1SM08,Sus scrofa ,ACKR3 ,362
47289,tr,A0A480F636,Sus scrofa ,SVEP1 ,907
47290,tr,D3GGC9,Sus scrofa ,PDLIM3 ,277
47291,tr,I3LNG5,Sus scrofa ,CAMK2A ,478
47292,tr,A0A480P3R5,Sus scrofa ,CDC42EP1 ,376
47293,tr,F1SGT0,Sus scrofa ,ELF5 ,255
47294,tr,F1SLC8,Sus scrofa ,C3H2orf42 ,574
47295,tr,F1SDW9,Sus scrofa ,PPP1R16B ,568
47296,tr,F1RLB8,Sus scrofa ,ZNF567 ,650
47297,tr,A0A5K1UVA1,Sus scrofa ,CYLD ,953
47298,tr,F1S4P6,Sus scrofa ,EIF3A ,1376
47299,tr,A0A286ZJR1,Sus scrofa ,GALNT3 ,633
47300,tr,A0A480JXK1,Sus scrofa ,ARVCF ,955
47301,tr,F1SDN7,Sus scrofa ,FAM166C ,201
47302,tr,F1SPF2,Sus scrofa ,CHST13 ,343
47303,tr,A0A287AI94,Sus scrofa ,FAM120A ,1163
47304,tr,A0A287B2G8,Sus scrofa ,DIP2C ,1612
47305,tr,F1S1E7,Sus scrofa ,DPYS ,519
47306,tr,F1SIB1,Sus scrofa ,F2 ,623
47307,tr,F1SGD7,Sus scrofa ,NAP1L1 ,391
47308,tr,A0A287B933,Sus scrofa ,KDM5A ,1690
47309,tr,A0A5G2Q9K8,Sus scrofa ,SLC25A3 ,407
47310,tr,I3LUA4,Sus scrofa ,UNC5CL ,519
47311,tr,F1RQ22,Sus scrofa ,HLA-DOB ,277
47312,tr,A0A286ZMS0,Sus scrofa ,TERF1 ,416
47313,tr,A0A287BBX3,Sus scrofa ,NADK2 ,464
47314,tr,A0A480TKL8,Sus scrofa ,WDR44 ,913
47315,tr,I3LG49,Sus scrofa ,PIP5K1B ,540
47316,tr,F1S4P9,Sus scrofa ,PRLHR ,370
47317,tr,F1RR15,Sus scrofa ,ZHX1 ,872
47318,tr,I3L6J1,Sus scrofa ,RTN1 ,770
47319,tr,A0A286ZSM5,Sus scrofa ,KLRK1 ,221
47320,tr,I3LP03,Sus scrofa ,SLC22A1 ,509
47321,tr,F1RZJ5,Sus scrofa ,DDHD2 ,715
47322,tr,Q75ZH4,Sus scrofa ,CCR2 ,358
47323,tr,F1RL90,Sus scrofa ,PPARGC1B ,1028
47324,tr,A0A286ZZE2,Sus scrofa ,BMP2 ,395
47325,tr,A0A287BA06,Sus scrofa ,TRIB2 ,343
47326,tr,A0A286ZIP8,Sus scrofa ,LOC110259124 ,316
47327,tr,B3VN02,Sus scrofa ,AGPAT2 ,278
47328,tr,I3LDN7,Sus scrofa ,EDARADD ,205
47329,tr,F1RI74,Sus scrofa ,CHFR ,671
47330,tr,A0A5G2QXZ4,Sus scrofa ,,310
47331,tr,F1SKU1,Sus scrofa ,CWC27 ,472
47332,tr,A1X898,Sus scrofa ,P4HA1 ,534
47333,tr,A0A287A1H7,Sus scrofa ,NHLRC3 ,346
47334,tr,A0A480SLU2,Sus scrofa ,AKR1C3 ,324
47335,tr,I3LII1,Sus scrofa ,ARHGAP31 ,1453
47336,tr,A0A287BB52,Sus scrofa ,MIOX ,293
47337,tr,A0A287ASS9,Sus scrofa ,NSDHL ,363
47338,tr,F1RSC6,Sus scrofa ,SELE ,484
47339,tr,A0A287BDW7,Sus scrofa ,RNF146 ,360
47340,tr,F1RT23,Sus scrofa ,FOXO3 ,672
47341,tr,F1SE73,Sus scrofa ,DNAJA1 ,397
47342,tr,A0A480W5K8,Sus scrofa ,INO80 ,1520
47343,tr,A0A480QF27,Sus scrofa ,ZNF12 ,702
47344,tr,A0A287AA07,Sus scrofa ,EXOC8 ,727
47345,tr,F1RHU3,Sus scrofa ,TBC1D17 ,649
47346,tr,A0A287AKU3,Sus scrofa ,CDH15 ,785
47347,tr,A0A287BCD6,Sus scrofa ,LOC110261637 ,385
47348,tr,A0A287A317,Sus scrofa ,HYAL2 ,446
47349,tr,A0A2C9F3A3,Sus scrofa ,ATP5PO ,213
47350,tr,A0A287BDC3,Sus scrofa ,PGBD5 ,521
47351,tr,A0A5G2QG47,Sus scrofa ,NUP107 ,925
47352,tr,F1S181,Sus scrofa ,PEX12 ,359
47353,tr,I3LRK6,Sus scrofa ,EMC7 ,241
47354,tr,Q29098,Sus scrofa ,PoIFN-alpha II-3 ,190
47355,tr,A0A480VW61,Sus scrofa ,MFSD10 ,456
47356,tr,A0A286ZJE0,Sus scrofa ,RIPOR2 ,1048
47357,tr,I3LB89,Sus scrofa ,LDLR ,845
47358,tr,A0A5G2R7J7,Sus scrofa ,GPR37 ,614
47359,tr,F1SDQ0,Sus scrofa ,SLC35F6 ,371
47360,tr,M3VH35,Sus scrofa ,LBR ,626
47361,tr,F1SSC8,Sus scrofa ,MSANTD3-TMEFF1 ,454
47362,tr,A0A480SMR3,Sus scrofa ,SARNP ,210
47363,tr,F1RRQ0,Sus scrofa ,MTSS1 ,697
47364,tr,F1SCY2,Sus scrofa ,IFIT3 ,509
47365,tr,A0A287AN30,Sus scrofa ,RFLNB ,219
47366,tr,A0A287B8R5,Sus scrofa ,GRHL3 ,602
47367,tr,F1S6C0,Sus scrofa ,,141
47368,tr,A0A480WYK9,Sus scrofa ,M6PR ,278
47369,tr,A0A480V5W1,Sus scrofa ,AP2B1 ,937
47370,tr,A0A287B552,Sus scrofa ,TTC34 ,1076
47371,tr,A0A5G2R1A5,Sus scrofa ,TIMM10B ,103
47372,tr,A0A286ZT05,Sus scrofa ,WSB1 ,247
47373,tr,A0A287BLU9,Sus scrofa ,RBPMS ,219
47374,tr,A0A287AFD9,Sus scrofa ,GABRB1 ,474
47375,tr,A0A480JM90,Sus scrofa ,MAN1A2 ,641
47376,tr,A0A286ZQX2,Sus scrofa ,VAV1 ,845
47377,tr,I3RLE2,Sus scrofa ,LHR ,205
47378,tr,A0A287B4E6,Sus scrofa ,TPT1 ,245
47379,tr,A0A287A2V4,Sus scrofa ,ABHD6 ,337
47380,tr,A0A480HFV4,Sus scrofa ,PCSK5 ,913
47381,tr,Q764N1,Sus scrofa ,CD74 ,214
47382,tr,A0A286ZPT7,Sus scrofa ,SSUH2 ,342
47383,tr,A0A286ZVK9,Sus scrofa ,CIAO2B ,165
47384,tr,A0A286ZTS1,Sus scrofa ,L3HYPDH ,354
47385,tr,A0A286ZV11,Sus scrofa ,LOC110257712 ,113
47386,tr,B5ACE1,Sus scrofa ,SLC30A4 ,429
47387,tr,A0A287BFK9,Sus scrofa ,ZER1 ,748
47388,tr,A3F9C5,Sus scrofa ,MADCAM1 ,147
47389,tr,A0A287B9B3,Sus scrofa ,SERPINF2 ,563
47390,tr,A0A287AQ23,Sus scrofa ,DGCR6L ,198
47391,tr,A0A481BCG1,Sus scrofa ,MTARC2 ,335
47392,tr,A0A287BRG6,Sus scrofa ,ALDH1A1 ,429
47393,tr,A0A480LBK8,Sus scrofa ,AFMID ,319
47394,tr,A0SNU8,Sus scrofa ,HMBS ,361
47395,tr,A0A286ZVH8,Sus scrofa ,SCARB1 ,506
47396,tr,A0A287AKE4,Sus scrofa ,CPNE2 ,548
47397,tr,A0A480XNH5,Sus scrofa ,MACROD1 ,336
47398,tr,I3LNP8,Sus scrofa ,TWNK ,684
47399,tr,A0A287AE26,Sus scrofa ,SCYL3 ,689
47400,tr,F1SMM1,Sus scrofa ,MLANA ,118
47401,tr,A0A287ARU3,Sus scrofa ,PRTG ,1200
47402,tr,A0A287AXV7,Sus scrofa ,RIPOR1 ,1090
47403,tr,A0A480YLE4,Sus scrofa ,STRAP ,350
47404,tr,A0A287ADJ2,Sus scrofa ,HSPA9 ,679
47405,tr,F1SQU4,Sus scrofa ,VEGFD ,354
47406,tr,F1RUZ0,Sus scrofa ,RPS6KB2 ,434
47407,tr,F1RN84,Sus scrofa ,TAOK1 ,1001
47408,tr,F1S1V1,Sus scrofa ,SSB ,401
47409,tr,A0A287BRF4,Sus scrofa ,CNST ,722
47410,tr,A0A480YZR3,Sus scrofa ,NFYB ,207
47411,tr,A0A286ZN55,Sus scrofa ,AMIGO1 ,492
47412,tr,F1SPM2,Sus scrofa ,ARHGAP25 ,647
47413,tr,A0A287AZW9,Sus scrofa ,PDE4A ,801
47414,tr,A0A287A4N1,Sus scrofa ,ARFIP1 ,402
47415,tr,I3LP10,Sus scrofa ,CCDC92 ,340
47416,tr,A0A287BM02,Sus scrofa ,HPF1 ,346
47417,tr,I3LUR5,Sus scrofa ,ACAD9 ,621
47418,tr,A0A286ZU06,Sus scrofa ,MLLT10 ,1087
47419,tr,A0A287ASV6,Sus scrofa ,SIAH2 ,324
47420,tr,A0A287B9H0,Sus scrofa ,RBFOX2 ,373
47421,tr,F1S454,Sus scrofa ,LOC100522551 ,395
47422,tr,F1RZF9,Sus scrofa ,HOXD3 ,432
47423,tr,M3TYU5,Sus scrofa ,WDR44 ,912
47424,tr,K7GME9,Sus scrofa ,LIFR ,1170
47425,tr,A0A287BJW7,Sus scrofa ,CNOT6L ,555
47426,tr,F1RRR7,Sus scrofa ,LRATD2 ,312
47427,tr,I3LP18,Sus scrofa ,NRIP1 ,1156
47428,tr,A0A287AE06,Sus scrofa ,LMNA ,664
47429,tr,F1S467,Sus scrofa ,VAT1L ,418
47430,tr,F1SI25,Sus scrofa ,LRRC57 ,239
47431,tr,F1SGE4,Sus scrofa ,SOAT2 ,535
47432,tr,D0EM41,Sus scrofa ,CCL1 ,94
47433,tr,A0A287BM90,Sus scrofa ,RIPPLY1 ,185
47434,tr,I3LTJ4,Sus scrofa ,SDHAF3 ,125
47435,tr,F1SQU2,Sus scrofa ,SCYL2 ,930
47436,tr,F1SN43,Sus scrofa ,SHF ,441
47437,tr,A0A480DP04,Sus scrofa ,DEPTOR ,409
47438,tr,F1SHZ5,Sus scrofa ,DNAAF2 ,527
47439,tr,D1H0P7,Sus scrofa ,B4GALT7 ,327
47440,tr,A0A286ZQY2,Sus scrofa ,VPS13B ,4018
47441,tr,A5GHK3,Sus scrofa ,PFDN4 ,134
47442,tr,A0A480M6U1,Sus scrofa ,UBXN2B ,331
47443,tr,I3L912,Sus scrofa ,FAM205C ,1252
47444,tr,A0A076KXE7,Sus scrofa ,CLEC12A ,263
47445,tr,F1S5M1,Sus scrofa ,PIGF ,219
47446,tr,A0A287BRA1,Sus scrofa ,HNRNPLL ,547
47447,tr,F1SSH9,Sus scrofa ,SIX6 ,246
47448,tr,F1S3M9,Sus scrofa ,EPB41L2 ,995
47449,tr,A0A286ZIL7,Sus scrofa ,CACNA1H ,2328
47450,tr,C9K507,Sus scrofa ,MNAT1 ,309
47451,tr,A0A287A988,Sus scrofa ,CLIC3 ,237
47452,tr,F1RJW7,Sus scrofa ,CASQ1 ,402
47453,tr,A0A287BKF0,Sus scrofa ,TOM1L2 ,483
47454,tr,F1S0W3,Sus scrofa ,POMT1 ,725
47455,tr,I3LN58,Sus scrofa ,BTK ,659
47456,tr,F1SNJ7,Sus scrofa ,SVOPL ,492
47457,tr,F1RMA1,Sus scrofa ,EGR3 ,349
47458,tr,Q15B95,Sus scrofa ,DIRAS3 ,228
47459,tr,I3LFC9,Sus scrofa ,PORCN ,456
47460,tr,T1SEU6,Sus scrofa ,BHMT ,255
47461,tr,I3L833,Sus scrofa ,NETO2 ,525
47462,tr,A0A286ZRU8,Sus scrofa ,MKRN2 ,488
47463,tr,A0A287B7K2,Sus scrofa ,C2H5orf15 ,265
47464,tr,I3LKA2,Sus scrofa ,DEGS1 ,323
47465,tr,A0A287AG37,Sus scrofa ,G3BP2 ,448
47466,tr,F1RG31,Sus scrofa ,HAGH ,354
47467,tr,F1SDX2,Sus scrofa ,SLC32A1 ,526
47468,tr,F1SSH3,Sus scrofa ,CAMK2B ,645
47469,tr,E0Y439,Sus scrofa ,GHRH ,106
47470,tr,F1SQN2,Sus scrofa ,PLXNC1 ,1570
47471,tr,I3LKC4,Sus scrofa ,MEX3D ,649
47472,tr,F8S329,Sus scrofa ,,657
47473,tr,F1SFW4,Sus scrofa ,INTS3 ,1040
47474,tr,G8XRI4,Sus scrofa ,CCL17 ,102
47475,tr,A0A480MPL1,Sus scrofa ,PACSIN2 ,486
47476,tr,F1SIV3,Sus scrofa ,ANP32A ,249
47477,tr,A0A286ZRM8,Sus scrofa ,SGK1 ,417
47478,tr,A0A287AP56,Sus scrofa ,LOC100517659 ,464
47479,tr,A0A480TLQ8,Sus scrofa ,CDS2 ,445
47480,tr,A0A5G2R3R1,Sus scrofa ,DR1 ,176
47481,tr,F1S890,Sus scrofa ,STK35 ,539
47482,tr,A0A5G2QE83,Sus scrofa ,L1TD1 ,264
47483,tr,I3LLR5,Sus scrofa ,HCFC1R1 ,119
47484,tr,A0A287BCP2,Sus scrofa ,ZHX3 ,954
47485,tr,A0A287BBL8,Sus scrofa ,ANO4 ,920
47486,tr,A0A287ANJ7,Sus scrofa ,GPR35 ,304
47487,tr,F1S6Y3,Sus scrofa ,FAM20B ,409
47488,tr,A0A287A739,Sus scrofa ,SENP7 ,986
47489,tr,C0JP80,Sus scrofa ,CLEC7A ,201
47490,tr,F1SBI6,Sus scrofa ,OTOR ,129
47491,tr,A3RID9,Sus scrofa ,NREP ,70
47492,tr,F1RZW2,Sus scrofa ,FAM83B ,1011
47493,tr,F1RIH6,Sus scrofa ,TMEM201 ,667
47494,tr,A0A480VM52,Sus scrofa ,GAL3ST4 ,461
47495,tr,F1RUK3,Sus scrofa ,NUDT11 ,164
47496,tr,F1SPN4,Sus scrofa ,DDX23 ,820
47497,tr,F1RFU7,Sus scrofa ,CDH11 ,796
47498,tr,A0A287AJK1,Sus scrofa ,ATP6AP2 ,351
47499,tr,A0A287A7V7,Sus scrofa ,LOC110258482 ,312
47500,tr,G3ETR1,Sus scrofa ,DRD2 ,414
47501,tr,A0A287AG07,Sus scrofa ,GPR171 ,319
47502,tr,F2Z5M2,Sus scrofa ,S100A10 ,97
47503,tr,A0A286ZYA1,Sus scrofa ,AVPI1 ,148
47504,tr,F1SU66,Sus scrofa ,MRPS5 ,430
47505,tr,A0A480NW01,Sus scrofa ,ZNF395 ,500
47506,tr,F1SLL6,Sus scrofa ,MTREX ,1042
47507,tr,A0MLS8,Sus scrofa ,PRKG1 ,686
47508,tr,F1SKZ8,Sus scrofa ,TOMM70 ,568
47509,tr,G3FP13,Sus scrofa ,PQBP1 ,265
47510,tr,F1RUC0,Sus scrofa ,LAMP2 ,411
47511,tr,A0A287A959,Sus scrofa ,DDR1 ,964
47512,tr,F1RUL1,Sus scrofa ,RBM17 ,401
47513,tr,F1SPR7,Sus scrofa ,BTBD11 ,1108
47514,tr,A0A480F3K2,Sus scrofa ,PSME1 ,249
